Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,Experiment,external_id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA_accession,SRA Study,Submitter_Id,Title
ERR4238095,AMPLICON,610,361707430,PRJEB38839,SAMEA6943319,219904982,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-24,2020-06-12,ERX4196889,SAMEA6943319,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,E10 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943319,E10,ERS4653206,ERP122291,E10,Rhesus Indian IgM
ERR4238096,AMPLICON,610,475466940,PRJEB38839,SAMEA6943319,297613109,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-24,2020-06-12,ERX4196890,SAMEA6943319,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,E10 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943319,E10,ERS4653206,ERP122291,E10,Rhesus Indian IgM
ERR4238097,AMPLICON,610,1214636880,PRJEB38839,SAMEA6943312,580461391,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196891,SAMEA6943312,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,E03 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943312,E03,ERS4653199,ERP122291,E03,Rhesus Indian IgM
ERR4238098,AMPLICON,610,1221682380,PRJEB38839,SAMEA6943312,593290452,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196892,SAMEA6943312,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,E03 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943312,E03,ERS4653199,ERP122291,E03,Rhesus Indian IgM
ERR4238100,AMPLICON,610,1170300250,PRJEB38839,SAMEA6943314,575787172,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196894,SAMEA6943314,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,E05 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943314,E05,ERS4653201,ERP122291,E05,Rhesus Indian IgM
ERR4238101,AMPLICON,610,1018358400,PRJEB38839,SAMEA6943318,491300077,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196895,SAMEA6943318,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,E09 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943318,E09,ERS4653205,ERP122291,E09,Rhesus Indian IgM
ERR4238102,AMPLICON,610,497671550,PRJEB38839,SAMEA6943354,276293247,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-24,2020-06-12,ERX4196896,SAMEA6943354,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,F138 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943354,F138,ERS4653241,ERP122291,F138,Cynomolgus Indonesian
ERR4238104,AMPLICON,610,507321750,PRJEB38839,SAMEA6943325,310094925,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196898,SAMEA6943325,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,Rh1 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943325,Rh1,ERS4653212,ERP122291,Rh1,Rhesus Chinese IgM
ERR4238107,AMPLICON,610,482025050,PRJEB38839,SAMEA6943326,284611646,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196901,SAMEA6943326,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,Rh2 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943326,Rh2,ERS4653213,ERP122291,Rh2,Rhesus Chinese IgM
ERR4238108,AMPLICON,610,468562350,PRJEB38839,SAMEA6943327,269474753,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196902,SAMEA6943327,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,Rh3 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943327,Rh3,ERS4653214,ERP122291,Rh3,Rhesus Chinese IgM
ERR4238112,AMPLICON,610,586589420,PRJEB38839,SAMEA6943329,328927343,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196906,SAMEA6943329,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,Rh5 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943329,Rh5,ERS4653216,ERP122291,Rh5,Rhesus Chinese IgM
ERR4238114,AMPLICON,610,577177120,PRJEB38839,SAMEA6943330,323049280,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196908,SAMEA6943330,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,Rh6 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943330,Rh6,ERS4653217,ERP122291,Rh6,Rhesus Chinese IgM
ERR4238115,AMPLICON,610,480625100,PRJEB38839,SAMEA6943330,286098798,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196909,SAMEA6943330,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,Rh6 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943330,Rh6,ERS4653217,ERP122291,Rh6,Rhesus Chinese IgM
ERR4250666,AMPLICON,610,602478700,PRJEB38839,SAMEA6943329,340092808,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4208403,SAMEA6943329,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,Rh5,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943329,Rh5,ERS4653216,ERP122291,Rh5,Rhesus Chinese IgM
ERR4250667,AMPLICON,610,552597780,PRJEB38839,SAMEA6943319,305001276,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4208404,SAMEA6943319,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,E10,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943319,E10,ERS4653206,ERP122291,E10,Rhesus Indian IgM
ERR4250668,AMPLICON,610,568276610,PRJEB38839,SAMEA6943341,329363496,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4208405,SAMEA6943341,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,Cy3,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943341,Cy3,ERS4653228,ERP122291,Cy3,Cynomolgus Mauritius
ERR4250669,AMPLICON,610,562956800,PRJEB38839,SAMEA6943314,318538365,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4208406,SAMEA6943314,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,E05,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943314,E05,ERS4653201,ERP122291,E05,Rhesus Indian IgM
ERR4250671,AMPLICON,610,555703290,PRJEB38839,SAMEA6943352,313872631,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4208408,SAMEA6943352,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,F136,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943352,F136,ERS4653239,ERP122291,F136,Cynomolgus Indonesian
ERR4250672,AMPLICON,610,755161090,PRJEB38839,SAMEA6943344,505673859,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4208409,SAMEA6943344,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,Cy6,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943344,Cy6,ERS4653231,ERP122291,Cy6,Cynomolgus Mauritius
